"Model","Locus_name","Model_string","Rates","Likelihood","Unconstrained_likelihood","parameters","AIC","AICc","BIC","Best","Length","Ntaxa","Percent_constant","Percent_parsimony_informative","Site_patterns","RF_distance","nRF_distance","wRF_distance","KF_distance","PD_distance","wPD_distance","geodesic_distance","Tree_Length","Sum_int","prop_int","Min.","1st Qu.","Median","Mean","3rd Qu.","Max."
"Mixture","UCE-7608","TPM2u+FO+I+G4","I+G4",-8598.2269,-6741.849,"TPM2u{0.6627,2.7297,0.6627,1,2.7297,1}+FO{0.3442,0.1884,0.1833,0.2841}",17424.4538,17451.0461,17994.9068,"Mixture",1101,55,0.379654859218892,"42.78%",757,66,0.6346,85.8296,10.0776,107.266,245.4106,NA,"2.5344","0.8674","0.3423","0","0.0025","0.0114","0.0232","0.0249","0.2381"
"One_class","UCE-7608","TVM+F+I+G4","I+G4",-8595.5736,-6741.849,"TVM{0.9627,2.9786,0.5062,1.3707,2.9786,1}+F{0.3547,0.163,0.1656,0.3168}",17423.1472,17450.7326,18003.6082,"Mixture",1101,55,0.379654859218892,"42.78%",757,70,0.6731,85.9627,10.0876,124.94,245.3826,NA,"2.4855","0.9096","0.366","0","0.0025","0.0115","0.0237","0.0278","0.2429"
"Mixture","UCE-7627","MIX{TIM3+FO,TPM2u+FO}+G","G4",-7624.7152,-5863.8379,"TIM3{3.40915,4.90001,7.93424}+FO{0.305398,0.111844,0.253251,0.329506};TPM2u{0.0419326,0.469869}+FO{0.401155,0.257144,0.0398646,0.301836}",15485.4303,15513.8267,16076.6471,"Mixture",1108,54,0.476534296028881,"35.83%",584,76,0.7451,83.533,9.9213,168.1814,237.0033,NA,"2.7565","1.2315","0.4468","0","0","0.0113","0.0234","0.0301","0.285"
"One_class","UCE-7627","GTR+F+G4","G4",-7644.211,-5863.8379,"GTR{1.1539,2.5761,0.6273,1.7112,4.7436,1}+F{0.3463,0.1548,0.1911,0.3079}",15516.422,15542.8268,16087.5975,"Mixture",1108,54,0.476534296028881,"35.83%",584,74,0.7255,83.618,9.942,194.7614,238.4595,NA,"2.4571","1.1309","0.4603","0","0","0.0124","0.0263","0.031","0.3406"
"Mixture","UCE-7629","TPM3u+FO+G4","G4",-8561.3621,-5885.4284,"TPM3u{1.381,4.2475,1,1.381,4.2475,1}+FO{0.3183,0.1763,0.1798,0.3256}",17452.7243,17521.3709,18256.4543,"Mixture",964,81,0.354771784232365,"46.47%",685,114,0.7308,117.4678,11.264,245.8577,363.623,NA,"3.4","1.149","0.3379","0","0.0021","0.0102","0.0214","0.0245","0.2668"
"One_class","UCE-7629","TPM3u+F+G4","G4",-8562.4203,-5885.4284,"TPM3u{1.3908,4.3001,1,1.3908,4.3001,1}+F{0.322,0.1781,0.1689,0.331}",17454.8406,17523.4872,18258.5706,"Mixture",964,81,0.354771784232365,"46.47%",685,114,0.7308,117.4177,11.2626,254.2715,363.68,NA,"3.3955","1.1526","0.3394","0","0.0021","0.0102","0.0214","0.0246","0.2663"
"Mixture","UCE-7636","MIX{TPM2u+FO,JC+FO,K80+FO}+G","G4",-7716.3157,-6218.036,"TPM2u{0.206617,2.34129}+FO{0.361517,0.109309,0.0917904,0.437384};JC;K2P{10.3578}+FQ",15664.6314,15692.3011,16244.7759,"Mixture",1098,55,0.437158469945355,"38.62%",654,70,0.6731,85.4113,10.0819,165.5536,236.7745,NA,"2.4215","0.9541","0.394","0","0.0011","0.0118","0.0216","0.0232","0.2884"
"One_class","UCE-7636","TPM2u+F+G4","G4",-7735.8631,-6218.036,"TPM2u{0.7178,3.444,0.7178,1,3.444,1}+F{0.2821,0.2012,0.1926,0.3241}",15697.7263,15723.9092,16262.867,"Mixture",1098,55,0.437158469945355,"38.62%",654,74,0.7115,85.6007,10.0991,162.5177,237.1886,NA,"2.3102","0.909","0.3935","0","9e-04","0.0114","0.0226","0.0235","0.3217"
"Mixture","UCE-762","MIX{TVM+FO,TN+FO,HKY+FO}+R2","R2",-8479.1118,-6129.3898,"TVM{6.91531,13.0851,0.330493,15.2633}+FO{0.301404,0.0279011,0.170874,0.499821};TN{0.414123,32.1609}+FO{0.402749,0.162693,0.257091,0.177467};HKY{2.18088}+FO{0.200507,0.457255,0.177603,0.164634}",17268.2236,17322.3782,18036.3405,"Mixture",1049,69,0.306005719733079,"37.56%",672,102,0.7727,99.6775,10.4604,226.7333,291.985,NA,"5.7286","1.0682","0.1865","0","0.0028","0.0103","0.0336","0.0257","1.1055"
"One_class","UCE-762","TVM+F+I+R2","I+R2",-8545.3183,-6129.3898,"TVM{1.3872,3.7042,0.6064,2.001,3.7042,1}+F{0.2891,0.2035,0.1947,0.3127}",17380.6367,17427.5248,18099.1976,"Mixture",1049,69,0.306005719733079,"37.56%",672,102,0.7727,100.0402,10.523,214.1401,294.62,NA,"4.5368","0.9327","0.2056","0","0.0026","0.0107","0.0424","0.0271","1.4944"
"Mixture","UCE-7643","TPM2u+FO+I+G4","I+G4",-9724.4449,-6696.0533,"TPM2u{0.7397,2.8423,0.7397,1,2.8423,1}+FO{0.3186,0.1817,0.1853,0.3144}",19648.8898,19670.153,20144.6396,"Mixture",1051,48,0.232159847764034,"56.71%",847,72,0.8,74.54,9.2986,220.8348,198.4584,NA,"4.0446","1.6912","0.4181","0","0","0.0219","0.0432","0.0405","0.4375"
"One_class","UCE-7643","HKY+F+I+G4","I+G4",-9730.4292,-6696.0533,"HKY{1,3.3627,1,1,3.3627,1}+F{0.3134,0.1696,0.2058,0.3112}",19658.8583,19679.6785,20149.6506,"Mixture",1051,48,0.232159847764034,"56.71%",847,70,0.7778,74.4946,9.2826,206.4752,198.4266,NA,"4.0201","1.7131","0.4261","0","0","0.022","0.0435","0.0446","0.3423"
"Mixture","UCE-7652","MIX{TPM3u+FO,K80+FO}+G","G4",-7896.3775,-6744.6751,"TPM3u{7.62382,5.9604}+FO{0.404242,0.0580002,0.13517,0.402588};K2P{4.0594}+FQ",15858.755,15860.6281,16027.596,"Mixture",1232,14,0.367694805194805,"33.85%",689,8,0.3636,31.0102,7.6558,11.5326,63.2665,NA,"1.8939","0.5725","0.3023","0.0058","0.0179","0.0331","0.0718","0.1254","0.2655"
"One_class","UCE-7652","TIM3+F+G4","G4",-7901.8758,-6744.6751,"TIM3{1.527,4.338,1,1.527,3.4362,1}+F{0.3093,0.1773,0.1965,0.3169}",15867.7515,15869.513,16031.4762,"Mixture",1232,14,0.367694805194805,"33.85%",689,8,0.3636,31.1176,7.6785,10.0499,63.5168,NA,"1.7943","0.5324","0.2967","0.0018","0.0186","0.0337","0.0758","0.1312","0.2789"
"Mixture","UCE-760","TVM+FO+I+G4","I+G4",-8903.8238,-5905.5396,"TVM{1.3334,2.9099,0.5047,1.4257,2.9099,1}+FO{0.3251,0.1578,0.197,0.32}",18039.6476,18072.1554,18603.2412,"Mixture",952,61,0.341386554621849,"51.58%",688,92,0.8846,86.2929,10.1135,279.4745,224.5453,NA,"7.7746","1.7371","0.2234","0","0","0.0155","0.0722","0.0662","3.4563"
"One_class","UCE-760","TVM+F+I+G4","I+G4",-8907.9978,-5905.5396,"TVM{1.2593,2.8551,0.4723,1.436,2.8551,1}+F{0.3202,0.166,0.1792,0.3346}",18047.9955,18080.5033,18611.5891,"Mixture",952,61,0.341386554621849,"51.58%",688,92,0.8846,86.277,10.112,269.8926,224.7744,NA,"7.7233","1.7184","0.2225","0","0","0.0108","0.0727","0.0677","3.47"
"Mixture","UCE-7642","TN+FO+G4","G4",-9599.9516,-5717.7404,"TN{1,2.3717,1,1,3.6294,1}+FO{0.2836,0.2041,0.2677,0.2446}",19437.9032,19474.6127,20009.1234,"One_class",898,58,0.236080178173719,"55.90%",731,74,0.6727,87.4683,10.2845,129.7112,236.6489,NA,"6.4984","2.2043","0.3392","0","0","0.0262","0.0575","0.0686","1.2115"
"One_class","UCE-7642","K2P+G4","G4",-9613.4626,-5717.7404,"K2P{1,2.9011,1,1,2.9011,1}+G4{0.25,0.25,0.25,0.25}",19456.9253,19491.0429,20008.9448,"One_class",898,58,0.236080178173719,"55.90%",731,72,0.6545,87.1214,10.2645,113.8069,236.7831,NA,"6.4925","2.1554","0.332","0","0","0.0286","0.0575","0.0691","1.2174"
"Mixture","UCE-7656","HKY+FO+R2","R2",-10211.3231,-8260.884,"HKY{1,3.0523,1,1,3.0523,1}+FO{0.2975,0.1999,0.217,0.2856}",20472.6462,20473.6796,20601.5896,"Mixture",1284,11,0.227414330218069,"54.44%",1010,6,0.375,18.5118,4.9389,7.0711,35.7044,NA,"3.6922","1.3883","0.376","0.0087","0.0708","0.165","0.1932","0.28","0.6614"
"One_class","UCE-7656","HKY+F+R2","R2",-10215.5829,-8260.884,"HKY{1,3.0833,1,1,3.0833,1}+F{0.3009,0.1957,0.2015,0.3019}",20481.1657,20482.1991,20610.1091,"Mixture",1284,11,0.227414330218069,"54.44%",1010,6,0.375,18.5298,4.9429,7.0711,35.7551,NA,"3.6713","1.3763","0.3749","0.009","0.0712","0.1662","0.1943","0.2801","0.6681"
"Mixture","UCE-7658","MIX{HKY+FO,JC+FO}+G","G4",-9399.1457,-8590.1849,"HKY{6.13014}+FO{0.297742,0.185365,0.198031,0.318862};JC",18844.2914,18845.1265,18964.004,"Mixture",1346,10,0.25111441307578,"45.17%",998,6,0.4286,15.7212,4.3121,9.798,30.2957,NA,"4.3655","1.59","0.3642","0.0403","0.1171","0.1375","0.2314","0.1954","0.7145"
"One_class","UCE-7658","HKY+F+I+G4","I+G4",-9404.8558,-8590.1849,"HKY{1,3.6181,1,1,3.6181,1}+F{0.2834,0.2036,0.2101,0.3029}",18855.7116,18856.5467,18975.4241,"Mixture",1346,10,0.25111441307578,"45.17%",998,6,0.4286,16.0915,4.3973,9.5917,31.1413,NA,"3.9345","1.4197","0.3608","0.0362","0.1247","0.1463","0.2568","0.2422","0.8078"
"Mixture","UCE-7623","MIX{TPM2u+FO,TPM3+FO,TPM2u+FO,K81+FO}+G","G4",-8589.8953,-6558.6511,"TPM2u{1.09214,3.3073}+FO{0.473879,0.0001003,0.268252,0.257769};TPM3{1.24649,5.61652}+FQ;TPM2u{0.0149022,0.598848}+FO{0.585641,0.0622574,0.0215137,0.330588};K3P{0.203598,0.363807}+FQ",17441.7905,17477.7406,18096.4756,"Mixture",1094,58,0.358318098720293,"42.60%",725,64,0.5818,89.3266,10.0668,170.4465,247.293,NA,"2.9256","1.4071","0.481","0","0.0041","0.0141","0.0229","0.027","0.2417"
"One_class","UCE-7623","TPM2u+F+G4","G4",-8633.594,-6558.6511,"TPM2u{0.7157,2.5612,0.7157,1,2.5612,1}+F{0.3611,0.1766,0.2206,0.2416}",17505.188,17534.5104,18099.902,"Mixture",1094,58,0.358318098720293,"42.60%",725,68,0.6182,89.5109,10.0968,179.201,249.2295,NA,"2.5854","1.2082","0.4673","0","0.0042","0.0137","0.0259","0.0295","0.3118"
"Mixture","UCE-7632","K3Pu+FO+G4","G4",-8067.1529,-6256.5915,"K3Pu{1,3.2885,0.5878,0.5878,3.2885,1}+FO{0.3044,0.2033,0.1906,0.3017}",16484.3059,16555.5198,17350.1949,"Mixture",1041,86,0.461095100864553,"34.77%",668,126,0.759,122.2783,11.1698,240.5993,388.8914,NA,"2.4347","0.7505","0.3083","0","0","0.008","0.0143","0.0177","0.3039"
"One_class","UCE-7632","K3Pu+F+G4","G4",-8070.8295,-6256.5915,"K3Pu{1,3.3007,0.5718,0.5718,3.3007,1}+F{0.2974,0.1976,0.1772,0.3278}",16491.6589,16562.8728,17357.5479,"Mixture",1041,86,0.461095100864553,"34.77%",668,128,0.7711,122.4015,11.1785,214.9791,388.698,NA,"2.4199","0.7756","0.3205","0","0","0.008","0.0144","0.0181","0.3077"
"Mixture","UCE-7659","MIX{HKY+FO,JC+FO,K80+FO}+I+G","I+G4",-10738.0295,-8297.315,"HKY{3.5501}+FO{0.315766,0.219084,0.190552,0.274598};JC;K2P{33.7769}+FQ",21532.059,21533.3655,21676.2127,"Mixture",1272,11,0.18003144654088,"57.94%",1031,6,0.375,18.0878,4.719,9.4868,34.7018,NA,"4.9577","1.5082","0.3042","0.0432","0.074","0.1828","0.2414","0.3161","0.7497"
"One_class","UCE-7659","HKY+F+I+G4","I+G4",-10759.9525,-8297.315,"HKY{1,3.0864,1,1,3.0864,1}+F{0.2882,0.2266,0.2096,0.2756}",21569.9051,21570.9484,21698.6137,"Mixture",1272,11,0.18003144654088,"57.94%",1031,8,0.5,18.4838,4.8048,10.8628,35.3103,NA,"4.5867","1.406","0.3065","0.0297","0.0716","0.1811","0.2609","0.3468","0.8487"
"Mixture","UCE-7651","TVM+FO+G4","G4",-8680.1651,-6667.1146,"TVM{1.1574,3.0458,0.5676,1.5001,3.0458,1}+FO{0.3593,0.1586,0.1639,0.3182}",17610.3302,17642.7376,18235.4859,"Mixture",1098,60,0.360655737704918,"41.99%",745,84,0.7368,89.5504,9.9263,187.155,259.1695,NA,"2.6817","1.0949","0.4083","0","0.0048","0.0111","0.0226","0.0292","0.1824"
"One_class","UCE-7651","TVM+F+G4","G4",-8681.8856,-6667.1146,"TVM{1.0839,2.9479,0.5088,1.5548,2.9479,1}+F{0.3791,0.1523,0.152,0.3166}",17613.7712,17646.1786,18238.9269,"Mixture",1098,60,0.360655737704918,"41.99%",745,82,0.7193,89.5151,9.928,183.5756,259.3646,NA,"2.6402","1.0671","0.4042","0","0.0047","0.0103","0.0229","0.0294","0.1849"
"Mixture","UCE-7641","TPM3u+FO+R3","R3",-12629.7854,-6766.0993,"TPM3u{1.3807,3.6748,1,1.3807,3.6748,1}+FO{0.304,0.2058,0.194,0.2963}",25491.5709,25520.9475,26065.5316,"Mixture",1041,55,0.17195004803074,"68.59%",890,82,0.7885,83.1474,9.5186,157.9684,227.1483,NA,"8.1983","3.0762","0.3752","0","0","0.0292","0.0792","0.0829","1.2232"
"One_class","UCE-7641","TPM3u+F+I+R3","I+R3",-12634.8382,-6766.0993,"TPM3u{1.6074,4.0392,1,1.6074,4.0392,1}+F{0.3263,0.1776,0.1908,0.3052}",25503.6764,25533.5919,26082.5851,"Mixture",1041,55,0.17195004803074,"68.59%",890,90,0.8654,82.9507,9.4789,149.3118,226.715,NA,"8.4793","2.7531","0.3247","0","7e-04","0.0326","0.0766","0.0941","1.1813"
"Mixture","UCE-764","MIX{TVM+FO,JC+FO,K80+FO}+I+G","I+G4",-12209.7964,-6585.0447,"TVM{31.6684,61.3399,0.552047,79.3295}+FO{0.450698,0.127018,0.108453,0.313831};JC;K2P{6.36669}+FQ",24597.5927,24614.3676,25038.3005,"Mixture",1045,40,0.192344497607656,"67.75%",865,34,0.4595,64.081,8.662,54.6626,183.1521,NA,"6.8752","2.4665","0.3588","0","0.0139","0.0379","0.0769","0.0971","0.5345"
"One_class","UCE-764","TVM+F+I+R2","I+R2",-12227.3617,-6585.0447,"TVM{1.383,3.0954,0.507,1.566,3.0954,1}+F{0.3028,0.2082,0.1941,0.2948}",24628.7235,24644.7235,25059.5276,"Mixture",1045,40,0.192344497607656,"67.75%",865,34,0.4595,64.9037,8.7752,66.7233,186.7019,NA,"5.9225","2.0434","0.345","0","0.0148","0.0397","0.0893","0.1035","0.6614"
"Mixture","UCE-7646","TPM3u+FO+G4","G4",-10411.3566,-6442.708,"TPM3u{1.3983,4.0982,1,1.3983,4.0982,1}+FO{0.3297,0.1822,0.1891,0.299}",21052.7131,21082.7244,21617.6786,"Mixture",1005,57,0.22089552238806,"61.99%",821,68,0.6415,83.0234,9.5547,205.881,232.7146,NA,"5.8826","2.3191","0.3942","0","0","0.0186","0.0535","0.0762","0.4174"
"One_class","UCE-7646","TVM+F+G4","G4",-10411.0214,-6442.708,"TVM{1.0131,3.1505,0.5881,1.2469,3.1505,1}+F{0.352,0.1736,0.1685,0.3059}",21056.0428,21087.1724,21630.8337,"Mixture",1005,57,0.22089552238806,"61.99%",821,72,0.6792,83.0093,9.5565,250.5973,232.7579,NA,"5.8359","2.3066","0.3952","0","0","0.0188","0.054","0.0783","0.4262"
"Mixture","UCE-7648","TPM2u+FO+G4","G4",-5620.4077,-3593.5691,"TPM2u{0.6285,2.895,0.6285,1,2.895,1}+FO{0.3354,0.1745,0.1671,0.323}",11578.8153,11702.6515,12331.2116,"Mixture",634,83,0.400630914826498,"40.22%",454,108,0.675,120.0158,11.1608,339.6469,364.3141,NA,"2.9763","1.131","0.38","0","0","0.0098","0.0184","0.0256","0.1464"
"One_class","UCE-7648","TPM2u+F+G4","G4",-5620.8979,-3593.5691,"TPM2u{0.6757,2.9925,0.6757,1,2.9925,1}+F{0.3258,0.1765,0.1766,0.321}",11579.7959,11703.6321,12332.1921,"Mixture",634,83,0.400630914826498,"40.22%",454,110,0.6875,120.0027,11.1597,285.44,364.3303,NA,"2.9914","1.1373","0.3802","0","0","0.0097","0.0183","0.0255","0.1461"
"Mixture","UCE-7657","TPM3u+FO+G4","G4",-5355.6687,-3886.0291,"TPM3u{1.6623,4.2987,1,1.6623,4.2987,1}+FO{0.2975,0.189,0.2047,0.3089}",10921.3374,10959.4539,11397.6901,"Mixture",690,51,0.350724637681159,"43.62%",470,76,0.7917,79.6193,10.2113,183.3139,197.1693,NA,"3.1821","1.1754","0.3694","0","0","0.0156","0.0317","0.0354","0.2947"
"One_class","UCE-7657","TPM3u+F+G4","G4",-5362.9847,-3886.0291,"TPM3u{1.5445,4.1881,1,1.5445,4.1881,1}+F{0.3069,0.2068,0.1711,0.3153}",10935.9693,10974.0857,11412.3219,"Mixture",690,51,0.350724637681159,"43.62%",470,76,0.7917,79.7158,10.2187,195.806,197.2294,NA,"3.1395","1.1934","0.3801","0","0","0.0148","0.0321","0.0347","0.3015"
"Mixture","UCE-759","HKY+FO+G4","G4",-6932.1755,-6430.8529,"HKY{1,3.5819,1,1,3.5819,1}+FO{0.3215,0.204,0.1641,0.3104}",14156.351,14201.2506,14887.1962,"Mixture",1103,72,0.447869446962829,"31.64%",632,112,0.8116,113.1054,13.3281,228.2192,308.3319,NA,"10.8206","0.8801","0.0813","0","0","0.0031","0.0752","0.0148","8.6345"
"One_class","UCE-759","HKY+F+G4","G4",-6941.202,-6430.8529,"HKY{1,3.4916,1,1,3.4916,1}+F{0.2901,0.2114,0.1713,0.3273}",14174.404,14219.3035,14905.2492,"Mixture",1103,72,0.447869446962829,"31.64%",632,114,0.8261,112.9606,13.2165,282.1755,308.5071,NA,"10.6065","0.9122","0.086","0","0","0.0048","0.0767","0.0144","8.8273"
"Mixture","UCE-7647","TPM3u+FO+G4","G4",-9312.08,-6295.5609,"TPM3u{1.7931,4.292,1,1.7931,4.292,1}+FO{0.27,0.1938,0.2004,0.3359}",18834.16,18857.6162,19355.0961,"Mixture",1055,51,0.351658767772512,"47.87%",719,60,0.625,79.3651,9.5654,115.6374,210.2553,NA,"4.3991","1.7943","0.4079","0","0.0129","0.0274","0.0441","0.0545","0.2562"
"One_class","UCE-7647","TVM+F+G4","G4",-9308.8865,-6295.5609,"TVM{1.3331,4.0143,0.8287,2.289,4.0143,1}+F{0.286,0.1862,0.1825,0.3453}",18831.773,18856.1785,19362.6317,"Mixture",1055,51,0.351658767772512,"47.87%",719,60,0.625,79.4699,9.571,105.7828,210.216,NA,"4.3694","1.8262","0.418","0","0.0091","0.0276","0.0444","0.053","0.2612"
"Mixture","UCE-7679","MIX{HKY+FO,JC+FO}+G","G4",-7675.2468,-6500.2846,"HKY{5.53229}+FO{0.342224,0.169908,0.15875,0.329118};JC",15404.4937,15405.7401,15542.8328,"Mixture",1241,12,0.424657534246575,"41.10%",688,4,0.2222,27.3458,6.8455,7.2111,60.6376,NA,"2.8442","1.5181","0.5338","0.0021","0.0232","0.1016","0.1267","0.1787","0.5157"
"One_class","UCE-7679","TPM2u+F+G4","G4",-7679.2248,-6500.2846,"TPM2u{0.6736,2.619,0.6736,1,2.619,1}+F{0.3278,0.1818,0.1802,0.3102}",15412.4497,15413.6961,15550.7888,"Mixture",1241,12,0.424657534246575,"41.10%",688,4,0.2222,27.5258,6.8901,7.2111,61.1642,NA,"2.6615","1.3874","0.5213","4e-04","0.0237","0.1031","0.1354","0.191","0.5676"
"Mixture","UCE-7649","TPM2u+FO+G4","G4",-10302.7422,-6945.3563,"TPM2u{0.6409,2.5149,0.6409,1,2.5149,1}+FO{0.2726,0.2438,0.1988,0.2848}",20795.4845,20814.2692,21267.882,"Mixture",1067,46,0.23805060918463,"53.98%",850,62,0.7209,73.2774,9.5007,167.332,195.7022,NA,"6.6161","1.8364","0.2776","0","0.0036","0.0296","0.0742","0.0782","1.3634"
"One_class","UCE-7649","TPM2u+F+G4","G4",-10305.6623,-6945.3563,"TPM2u{0.663,2.5691,0.663,1,2.5691,1}+F{0.2698,0.2284,0.2033,0.2986}",20801.3246,20820.1094,21273.7222,"Mixture",1067,46,0.23805060918463,"53.98%",850,62,0.7209,73.286,9.5023,177.7414,195.7518,NA,"6.5999","1.8325","0.2777","0","0.0038","0.0297","0.0743","0.0782","1.3663"
"Mixture","UCE-7662","TPM3u+FO+I+R2","I+R2",-9486.6101,-6535.0962,"TPM3u{1.4963,3.9907,1,1.4963,3.9907,1}+FO{0.3225,0.1668,0.1789,0.3319}",19163.2202,19182.0243,19635.5287,"Mixture",1066,45,0.23921200750469,"49.91%",765,58,0.6905,73.8178,9.9115,99.5992,186.0386,NA,"6.6814","1.8109","0.271","0","0","0.0194","0.0721","0.0616","2.3882"
"One_class","UCE-7662","TVM+F+I+R2","I+R2",-9499.0312,-6535.0962,"TVM{1.229,3.2925,0.6081,1.5702,3.2925,1}+F{0.3431,0.1482,0.1485,0.3602}",19192.0624,19211.7029,19674.3143,"Mixture",1066,45,0.23921200750469,"49.91%",765,58,0.6905,73.7551,9.9032,100.4092,186.977,NA,"6.276","1.7381","0.2769","0","0","0.0207","0.0768","0.0624","2.5937"
"Mixture","UCE-7653","HKY+FO+I+G4","I+G4",-10514.942,-6919.0566,"HKY{1,2.7095,1,1,2.7095,1}+FO{0.2322,0.2582,0.2298,0.2797}",21183.884,21195.908,21567.4929,"Mixture",1077,40,0.196843082636954,"62.58%",891,50,0.7353,61.0481,9.4479,119.2728,137.981,NA,"5.5649","2.2346","0.4016","0","0","0.0409","0.0777","0.1077","0.5836"
"One_class","UCE-7653","K2P+I+G4","I+G4",-10525.9246,-6919.0566,"K2P{1,2.7539,1,1,2.7539,1}+I{0.25,0.25,0.25,0.25}",21199.8493,21210.9271,21568.5124,"Mixture",1077,40,0.196843082636954,"62.58%",891,48,0.7059,61.0891,9.4519,152.2104,138.1953,NA,"5.5201","2.1991","0.3984","0","0","0.0411","0.0784","0.1071","0.5904"
"Mixture","UCE-7665","TPM2u+FO+I+R2","I+R2",-10856.5189,-6032.4481,"TPM2u{0.7436,2.5259,0.7436,1,2.5259,1}+FO{0.2717,0.2441,0.2064,0.2778}",21919.0379,21943.8055,22421.2931,"Mixture",969,49,0.208462332301342,"69.14%",781,76,0.8261,76.5984,9.2406,127.6244,204.4498,NA,"7.1448","3.0607","0.4284","0","0","0.0319","0.0751","0.0801","0.6245"
"One_class","UCE-7665","K2P+I+R2","I+R2",-10879.2161,-6032.4481,"K2P{1,2.9119,1,1,2.9119,1}+I{0.25,0.25,0.25,0.25}",21956.4322,21979.217,22439.1824,"Mixture",969,49,0.208462332301342,"69.14%",781,78,0.8478,76.2285,9.2248,140.9894,204.8036,NA,"7.1314","2.9419","0.4125","0","0","0.0331","0.0752","0.0843","0.6165"
"Mixture","UCE-7682","MIX{TPM2u+FO,HKY+FO,K80+FO}+I+G","I+G4",-9850.767,-7379.7352,"TPM2u{0.213235,1.55512}+FO{0.528313,0.186622,0.0749716,0.210094};HKY{5.09687}+FO{0.105396,0.0375891,0.0909698,0.766046};K2P{5.38908}+FQ",19799.534,19803.5112,20052.1866,"Mixture",1282,19,0.358034321372855,"45.94%",843,6,0.1875,37.5256,7.2469,12.5698,94.4898,NA,"3.2362","1.489","0.4601","5e-04","0.0168","0.0423","0.0783","0.1044","0.3845"
"One_class","UCE-7682","TPM2u+F+I+G4","I+G4",-9888.6288,-7379.7352,"TPM2u{0.6856,2.9977,0.6856,1,2.9977,1}+F{0.3123,0.1844,0.1626,0.3407}",19861.2575,19864.1728,20077.8169,"Mixture",1282,19,0.358034321372855,"45.94%",843,8,0.25,37.9437,7.3372,13.0384,96.396,NA,"2.7407","1.1593","0.423","0","0.0179","0.0499","0.0925","0.1215","0.4937"
"Mixture","UCE-767","MIX{TVM+FO,JC+FO,K80+FO}+I+G","I+G4",-10450.909,-7122.5417,"TVM{2.00279,2.51202,0.0001,0.997908}+FO{0.28474,0.136388,0.16582,0.413051};JC;K2P{5.79774}+FQ",20995.8181,20999.5718,21236.9703,"Mixture",1250,19,0.3408,"49.28%",845,10,0.3125,37.4798,7.2143,19.7484,96.2648,NA,"3.4096","1.218","0.3572","0","0.0221","0.0449","0.0925","0.1275","0.3892"
"One_class","UCE-767","TVM+F+I+G4","I+G4",-10467.9623,-7122.5417,"TVM{1.1472,2.6816,0.4987,1.2195,2.6816,1}+F{0.2791,0.2049,0.2155,0.3004}",21023.9246,21027.2109,21249.6842,"Mixture",1250,19,0.3408,"49.28%",845,10,0.3125,37.6691,7.2487,19.7484,96.6919,NA,"3.2385","1.1485","0.3546","0","0.0212","0.043","0.0974","0.1394","0.4194"
"Mixture","UCE-7689","HKY+FO+I+G4","I+G4",-10616.9159,-6721.7829,"HKY{1,3.3418,1,1,3.3418,1}+FO{0.295,0.2102,0.2268,0.268}",21315.8317,21318.7628,21525.1016,"Mixture",1217,19,0.368940016433854,"48.23%",781,10,0.3125,37.5526,7.2732,23.8328,96.1577,NA,"3.5169","1.1603","0.3299","0.0016","0.028","0.0485","0.0989","0.1284","0.5404"
"One_class","UCE-7689","TIM2+F+I+G4","I+G4",-10619.287,-6721.7829,"TIM2{0.6995,2.3915,0.6995,1,3.1736,1}+F{0.3313,0.1804,0.2214,0.2668}",21324.5741,21327.8,21544.0523,"Mixture",1217,19,0.368940016433854,"48.23%",781,6,0.1875,37.4828,7.2759,17.9444,95.9584,NA,"3.4603","1.16","0.3352","0.0015","0.0264","0.0548","0.1005","0.1297","0.5553"
"Mixture","UCE-7666","HKY+FO+R3","R3",-7154.9883,-5653.2606,"HKY{1,3.3854,1,1,3.3854,1}+FO{0.3325,0.1716,0.17,0.3259}",14575.9766,14614.5942,15236.0809,"One_class",1057,64,0.511825922421949,"33.49%",575,104,0.8525,95.2972,10.2389,207.9327,274.5318,NA,"2.2982","0.82","0.3568","0","0","0.0118","0.0182","0.0242","0.1548"
"One_class","UCE-7666","HKY+F+R3","R3",-7154.8782,-5653.2606,"HKY{1,3.3864,1,1,3.3864,1}+F{0.3255,0.1689,0.1762,0.3294}",14575.7564,14614.3739,15235.8606,"One_class",1057,64,0.511825922421949,"33.49%",575,104,0.8525,95.3752,10.2457,239.4243,274.5571,NA,"2.2812","0.8256","0.3619","0","5e-04","0.0114","0.0184","0.0249","0.1708"
"Mixture","UCE-7685","TVM+FO+G4","G4",-9115.8714,-6418.1127,"TVM{0.8569,2.838,0.4601,1.1441,2.838,1}+FO{0.3375,0.1845,0.1703,0.3076}",18493.7429,18530.7311,19145.1543,"Mixture",1067,63,0.363636363636364,"46.58%",734,70,0.5833,92.758,10.1465,186.7083,269.8354,NA,"3.579","1.2821","0.3582","0","0.0084","0.0186","0.0292","0.0363","0.1929"
"One_class","UCE-7685","TVM+F+G4","G4",-9118.2239,-6418.1127,"TVM{0.9789,3.0312,0.5269,1.15,3.0312,1}+F{0.3221,0.1832,0.1875,0.3072}",18498.4479,18535.4361,19149.8593,"Mixture",1067,63,0.363636363636364,"46.58%",734,74,0.6167,92.7626,10.1453,187.0401,269.8262,NA,"3.5868","1.2741","0.3552","0","0.0084","0.0185","0.0291","0.0363","0.1937"
