"Model","Locus_name","Model_string","Rates","Likelihood","Unconstrained_likelihood","parameters","AIC","AICc","BIC","Best","Length","Ntaxa","Percent_constant","Percent_parsimony_informative","Site_patterns","RF_distance","nRF_distance","wRF_distance","KF_distance","PD_distance","wPD_distance","geodesic_distance","Tree_Length","Sum_int","prop_int","Min.","1st Qu.","Median","Mean","3rd Qu.","Max."
"Mixture","UCE-7522","MIX{K3Pu+FO,K80+FO,K80+FO}+I+G","I+G4",-8638.4309,-8146.8956,"K3Pu{1.51277,0.332295}+FO{0.311249,0.117254,0.1291,0.442397};K2P{1.05315}+FQ;K2P{12.3395}+FQ",17516.8618,17539.2866,18147.5328,"Mixture",1416,56,0.569915254237288,"27.82%",743,72,0.6792,87.238,9.9567,138.2281,254.8359,NA,"2.6531","1.0175","0.3835","0","0","0.011","0.0224","0.0266","0.217"
"One_class","UCE-7522","HKY+F+I+G4","I+G4",-8686.0606,-8146.8956,"HKY{1,2.7485,1,1,2.7485,1}+F{0.2697,0.2145,0.2165,0.2993}",17602.1212,17622.6442,18206.5142,"Mixture",1416,56,0.569915254237288,"27.82%",743,76,0.717,87.3352,9.9789,185.9328,255.078,NA,"2.4397","0.8036","0.3294","0","0","0.0122","0.0243","0.0259","0.2425"
"Mixture","UCE-7531","TPM3u+FO+G4","G4",-11195.1764,-10154.4119,"TPM3u{1.4129,3.6689,1,1.4129,3.6689,1}+FO{0.2921,0.1867,0.1891,0.3322}",22568.3529,22579.7876,23040.6939,"Mixture",1491,43,0.262910798122066,"42.72%",1179,52,0.65,71.6511,10.2755,128.7866,166.0547,NA,"5.0435","2.3998","0.4758","0","0.0057","0.0287","0.0565","0.0695","0.4355"
"One_class","UCE-7531","TN+F+R2","R2",-11195.8146,-10154.4119,"TN{1,3.5975,1,1,2.5543,1}+F{0.2744,0.2091,0.1808,0.3356}",22571.6292,22583.3292,23049.2774,"Mixture",1491,43,0.262910798122066,"42.72%",1179,50,0.625,71.6666,10.2915,117.4053,167.6532,NA,"4.6903","2.0351","0.4339","0","0.0049","0.0314","0.0608","0.0749","0.468"
"Mixture","UCE-7534","HKY+FO+G4","G4",-8900.9453,-8488.0802,"HKY{1,3.5047,1,1,3.5047,1}+FO{0.3247,0.2127,0.1674,0.2952}",18033.8907,18054.2537,18646.2916,"Mixture",1450,57,0.458620689655172,"33.31%",850,72,0.6667,86.0999,10.4795,133.0038,224.1427,NA,"3.7861","1.2354","0.3263","0","3e-04","0.017","0.0336","0.0463","0.2223"
"One_class","UCE-7534","TPM3u+F+G4","G4",-8906.1264,-8488.0802,"TPM3u{0.7075,2.9742,1,0.7075,2.9742,1}+F{0.3217,0.2457,0.1643,0.2682}",18046.2528,18066.9825,18663.9331,"Mixture",1450,57,0.458620689655172,"33.31%",850,80,0.7407,86.3562,10.4945,142.3025,224.2921,NA,"3.7338","1.2947","0.3468","0","0.0024","0.0161","0.0341","0.0461","0.2219"
"Mixture","UCE-7550","MIX{HKY+FO,JC+FO}+G","G4",-9401.2128,-9373.6383,"HKY{7.16556}+FO{0.318468,0.255604,0.217138,0.20879};JC",18848.4257,18849.1845,18970.3055,"Mixture",1479,10,0.317782285327924,"38.67%",971,4,0.2857,15.7597,4.5585,6.3246,32.338,NA,"4.1544","0.7428","0.1788","0.0216","0.0458","0.1201","0.2178","0.2061","0.861"
"One_class","UCE-7550","HKY+F+G4","G4",-9421.9046,-9373.6383,"HKY{1,3.4591,1,1,3.4591,1}+F{0.3169,0.2345,0.2097,0.2388}",18887.8092,18888.5043,19004.3899,"Mixture",1479,10,0.317782285327924,"38.67%",971,2,0.1429,16.0986,4.5989,4,32.9381,NA,"3.7033","0.693","0.1871","0.0046","0.0387","0.1153","0.2444","0.2403","1.0272"
"Mixture","UCE-747","TPM2u+FO+I+G4","I+G4",-11004.0251,-9619.9476,"TPM2u{0.7238,2.1459,0.7238,1,2.1459,1}+FO{0.2828,0.2026,0.1759,0.3388}",22320.0502,22354.2092,23158.1007,"Mixture",1591,78,0.53174104336895,"32.94%",892,114,0.7808,112.0269,11.1223,245.5524,332.0082,NA,"4.8294","1.9414","0.402","0","0","0.0178","0.0323","0.0447","0.2653"
"One_class","UCE-747","TPM3u+F+I+G4","I+G4",-11010.9755,-9619.9476,"TPM3u{1.4148,3.0456,1,1.4148,3.0456,1}+F{0.288,0.1807,0.1756,0.3558}",22333.9509,22368.1099,23172.0013,"Mixture",1591,78,0.53174104336895,"32.94%",892,114,0.7808,111.8555,11.1177,228.2542,332.4034,NA,"4.8136","1.9339","0.4018","0","0","0.018","0.0324","0.044","0.2664"
"Mixture","UCE-7495","TPM3u+FO+G4","G4",-10837.4449,-8894.3782,"TPM3u{1.4451,3.4349,1,1.4451,3.4349,1}+FO{0.2813,0.1943,0.1895,0.3348}",21900.8898,21920.4227,22496.1201,"Mixture",1433,58,0.39218422889044,"39.29%",936,88,0.8462,83.2114,9.6236,287.7603,238.262,NA,"5.4987","1.8488","0.3362","0","0","0.017","0.0515","0.0575","0.6589"
"One_class","UCE-7495","TVM+F+G4","G4",-10834.4767,-8894.3782,"TVM{1.1267,2.7241,0.6235,1.2098,2.7241,1}+F{0.3022,0.1804,0.1906,0.3268}",21898.9534,21919.2115,22504.7188,"Mixture",1433,58,0.39218422889044,"39.29%",936,90,0.8654,83.1764,9.6222,294.221,238.2452,NA,"5.5141","1.8423","0.3341","0","0","0.0173","0.0514","0.0569","0.6479"
"Mixture","UCE-7538","HKY+FO+G4","G4",-11425.6585,-11245.98,"HKY{1,4.0085,1,1,4.0085,1}+FO{0.2396,0.2285,0.2152,0.3167}",23071.317,23086.117,23673.4171,"Mixture",1761,54,0.433844406587166,"34.75%",1132,68,0.6667,83.5689,10.0009,150.5324,235.2164,NA,"4.7285","1.4468","0.306","0","0","0.0146","0.0445","0.0495","1.0544"
"One_class","UCE-7538","HKY+F+G4","G4",-11434.2001,-11245.98,"HKY{1,4.0681,1,1,4.0681,1}+F{0.2545,0.2015,0.2225,0.3214}",23088.4001,23103.2001,23690.5002,"Mixture",1761,54,0.433844406587166,"34.75%",1132,68,0.6667,83.5754,10.0047,150.5324,235.408,NA,"4.6698","1.4279","0.3058","0","0","0.0146","0.045","0.0501","1.0701"
"Mixture","UCE-7554","MIX{TPM2u+FO,JC+FO}+R2","R2",-16185.4862,-14296.6648,"TPM2u{0.748427,2.87188}+FO{0.323862,0.190363,0.202006,0.28377};JC",32448.9724,32450.4951,32669.1056,"Mixture",2089,17,0.334131163235998,"46.48%",1516,6,0.2143,30.8615,6.4881,15.4272,75.3476,NA,"6.5272","2.0105","0.308","0.0012","0.0472","0.1444","0.2055","0.3338","0.6349"
"One_class","UCE-7554","TPM2u+F+R2","R2",-16190.6068,-14296.6648,"TPM2u{0.7432,2.2813,0.7432,1,2.2813,1}+F{0.3158,0.1948,0.2089,0.2806}",32457.2137,32458.6595,32671.7024,"Mixture",2089,17,0.334131163235998,"46.48%",1516,6,0.2143,31.0038,6.5193,15.4272,75.7238,NA,"6.3695","1.9528","0.3066","0.0012","0.0472","0.1466","0.2106","0.3393","0.6594"
"Mixture","UCE-7559","MIX{K2P,JC+FO}+I+G","I+G4",-11971.4948,-10140.9119,"K2P{4.26186}+FQ;JC",24008.9896,24010.4189,24186.5381,"One_class",1604,16,0.367206982543641,"43.77%",1093,8,0.3077,34.2411,7.4372,11.4891,77.6804,NA,"4.1919","1.4468","0.3451","2e-04","0.0332","0.1232","0.1418","0.1835","0.5774"
"One_class","UCE-7559","K2P+I+G4","I+G4",-11974.5573,-10140.9119,"K2P{1,3.187,1,1,3.187,1}+I{0.25,0.25,0.25,0.25}",24013.1145,24014.4589,24185.2827,"One_class",1604,16,0.367206982543641,"43.77%",1093,8,0.3077,34.317,7.4528,11.4891,77.8941,NA,"4.1129","1.4127","0.3435","1e-04","0.0328","0.1228","0.1445","0.1864","0.5949"
"Mixture","UCE-7548","MIX{TVM+FO,K80+FO}+I+R2","I+R2",-15688.0229,-10994.6128,"TVM{0.933954,1.76863,0.444842,1.06623}+FO{0.339699,0.17785,0.173737,0.308713};K2P{10.5465}+FQ",31550.0459,31559.9501,32019.7403,"Mixture",1634,39,0.309669522643819,"52.08%",1248,28,0.3889,64.7908,9.0277,77.8203,178.1017,NA,"5.925","2.0839","0.3517","0.0012","0.0191","0.0441","0.078","0.098","0.4427"
"One_class","UCE-7548","TVM+F+I+R2","I+R2",-15706.7237,-10994.6128,"TVM{0.9222,2.4306,0.5076,0.9437,2.4306,1}+F{0.3176,0.1949,0.1773,0.3102}",31583.4475,31592.8919,32042.3443,"Mixture",1634,39,0.309669522643819,"52.08%",1248,28,0.3889,64.8762,9.0391,77.8203,178.3031,NA,"5.851","2.0652","0.353","0.0015","0.0192","0.0445","0.079","0.0993","0.4551"
"Mixture","UCE-753","K3Pu+FO+I+G4","I+G4",-10788.951,-9243.8201,"K3Pu{1,2.7059,0.7523,0.7523,2.7059,1}+FO{0.3358,0.2055,0.162,0.2967}",21801.9021,21820.8058,22393.3402,"Mixture",1452,54,0.396005509641873,"41.18%",998,80,0.7843,84.1515,10.1355,172.3601,237.2647,NA,"3.6074","1.5318","0.4246","0","0.0015","0.02","0.0345","0.0422","0.4217"
"One_class","UCE-753","K3Pu+F+I+G4","I+G4",-10790.8677,-9243.8201,"K3Pu{1,2.6985,0.7459,0.7459,2.6985,1}+F{0.3347,0.2099,0.1525,0.3029}",21805.7353,21824.639,22397.1734,"Mixture",1452,54,0.396005509641873,"41.18%",998,78,0.7647,84.0181,10.1225,163.0705,237.1708,NA,"3.6199","1.441","0.3981","0","0.0023","0.0199","0.0344","0.0418","0.4266"
"Mixture","UCE-7566","MIX{K3Pu+FO,JC+FO}+G","G4",-7258.7209,-7295.2553,"K3Pu{3.71591,0.326005}+FO{0.29598,0.193011,0.260807,0.250202};JC",14573.4418,14574.6169,14720.4993,"Mixture",1411,12,0.51169383416017,"26.01%",627,6,0.3333,25.6841,7.3952,8.9443,49.0023,NA,"1.6814","0.503","0.2992","0.0068","0.0286","0.051","0.0785","0.1074","0.28"
"One_class","UCE-7566","TIMe+G4","G4",-7271.9095,-7295.2553,"TIMe{1,3.5921,0.5337,0.5337,2.3942,1}+G4{0.25,0.25,0.25,0.25}",14593.819,14594.7576,14725.1203,"Mixture",1411,12,0.51169383416017,"26.01%",627,6,0.3333,25.7114,7.4042,8.9443,49.0706,NA,"1.6494","0.4891","0.2965","0.0063","0.0289","0.0519","0.0801","0.1107","0.2864"
"Mixture","UCE-7567","MIX{TN+FO,JC+FO}+G","G4",-7230.3146,-10931.0054,"TN{15.579,25.9674}+FO{0.365785,0.203717,0.186299,0.244198};JC",14520.6292,14521.6107,14687.5252,"Mixture",1926,13,0.593977154724818,"17.19%",789,4,0.2,30.7289,7.7366,8.124,68.9868,NA,"2.5511","0.5783","0.2267","0","0.0176","0.0303","0.091","0.0639","0.8726"
"One_class","UCE-7567","TN+F+G4","G4",-7262.3413,-10931.0054,"TN{1,4.329,1,1,6.3561,1}+F{0.3305,0.2254,0.2077,0.2363}",14582.6827,14583.6004,14744.0155,"Mixture",1926,13,0.593977154724818,"17.19%",789,4,0.2,31.1859,7.7993,8.124,69.6934,NA,"2.0931","0.5109","0.2441","0","0.0173","0.0317","0.1109","0.0654","1.2098"
"Mixture","UCE-7542","TPM2u+FO+G4","G4",-10638.2034,-9465.2417,"TPM2u{0.6807,2.3302,0.6807,1,2.3302,1}+FO{0.3383,0.1964,0.1697,0.2956}",21534.4067,21558.5189,22221.6056,"Mixture",1521,63,0.443129520052597,"35.50%",965,80,0.6667,96.1729,10.5716,207.0749,269.155,NA,"3.5743","1.4152","0.3959","0","0","0.0181","0.0299","0.0339","0.2045"
"One_class","UCE-7542","TPM2u+F+G4","G4",-10639.2441,-9465.2417,"TPM2u{0.6758,2.3606,0.6758,1,2.3606,1}+F{0.3419,0.1906,0.1671,0.3004}",21536.4883,21560.6004,22223.6872,"Mixture",1521,63,0.443129520052597,"35.50%",965,86,0.7167,96.604,10.5945,197.1142,268.9199,NA,"3.6745","1.4515","0.395","0","0","0.0177","0.0291","0.0339","0.1671"
"Mixture","UCE-7569","TVM+FO+G4","G4",-4619.5262,-5653.5713,"TVM{0.9319,2.7006,0.3032,1.2079,2.7006,1}+FO{0.322,0.2131,0.2038,0.2611}",9405.0525,9416.7113,9832.8856,"Mixture",1280,39,0.659375,"11.33%",393,54,0.75,61.9694,9.2492,111.9464,145.8671,NA,"1.9673","0.7455","0.3789","0","0","0.015","0.0259","0.0361","0.1855"
"One_class","UCE-7569","TVM+F+G4","G4",-4623.1164,-5653.5713,"TVM{0.7896,2.4938,0.2558,1.2213,2.4938,1}+F{0.3528,0.2064,0.1879,0.253}",9412.2328,9423.8917,9840.0659,"Mixture",1280,39,0.659375,"11.33%",393,54,0.75,61.9876,9.253,99.6092,145.9629,NA,"1.9397","0.7384","0.3807","0","0","0.0144","0.0262","0.0367","0.188"
"Mixture","UCE-7572","MIX{HKY+FO,F81+FO,F81+FO,JC+FO}+R2","R2",-8171.1627,-8024.2551,"HKY{2.15066}+FO{0.201939,0.252654,0.182356,0.363052};F81+FO{0.972806,0.00520778,0.0133204,0.00866562};F81+FO{0.443505,0.0614262,0.449217,0.0458523};JC",16418.3254,16420.3866,16619.6406,"Mixture",1477,13,0.51252538930264,"31.42%",786,4,0.2,29.5615,7.3008,7.874,68.9483,NA,"3.3981","1.2705","0.3739","0.0016","0.0322","0.0555","0.1219","0.1947","0.5102"
"One_class","UCE-7572","K2P+R2","R2",-8232.1435,-8024.2551,"K2P{1,2.6068,1,1,2.6068,1}+R2{0.25,0.25,0.25,0.25}",16516.2871,16517.2553,16654.029,"Mixture",1477,13,0.51252538930264,"31.42%",786,2,0.1,30.0162,7.4075,6.4807,70.5644,NA,"2.8026","0.9767","0.3485","0.0017","0.0332","0.0621","0.1477","0.2329","0.6838"
"Mixture","UCE-7558","HKY+FO+G4","G4",-9323.5626,-9151.3153,"HKY{1,3.3772,1,1,3.3772,1}+FO{0.3005,0.2032,0.2007,0.2955}",18843.1251,18857.4772,19360.5659,"Mixture",1451,48,0.412818745692626,"35.84%",946,70,0.7778,75.5912,9.4599,138.2715,193.8058,NA,"3.3512","1.2081","0.3605","0","0","0.0199","0.0346","0.0442","0.3206"
"One_class","UCE-7558","TN+F+G4","G4",-9344.4835,-9151.3153,"TN{1,2.3953,1,1,4.7586,1}+F{0.3403,0.1687,0.2492,0.2419}",18886.967,18901.6228,19409.6878,"Mixture",1451,48,0.412818745692626,"35.84%",946,70,0.7778,75.6854,9.4744,117.4393,194.287,NA,"3.221","1.1563","0.359","0","0","0.021","0.036","0.046","0.3438"
"Mixture","UCE-7530","HKY+FO+G4","G4",-8593.3146,-8441.9396,"HKY{1,3.1684,1,1,3.1684,1}+FO{0.3141,0.1911,0.1762,0.3186}",17462.6293,17493.4933,18184.5469,"Mixture",1382,68,0.481910274963821,"29.31%",847,102,0.7846,98.8501,10.342,250.8705,288.5764,NA,"3.8738","1.0873","0.2807","0","0","0.0129","0.0295","0.0357","0.3392"
"One_class","UCE-7530","HKY+F+G4","G4",-8597.7195,-8441.9396,"HKY{1,3.2019,1,1,3.2019,1}+F{0.309,0.1927,0.1856,0.3127}",17471.4389,17502.303,18193.3565,"Mixture",1382,68,0.481910274963821,"29.31%",847,104,0.8,98.8153,10.3369,264.6262,288.3017,NA,"3.927","1.1431","0.2911","0","0","0.0124","0.0291","0.0318","0.3342"
"Mixture","UCE-7581","MIX{TPM3u+FO,JC+FO}+I+G","I+G4",-11085.5489,-9248.0967,"TPM3u{1.61026,4.9452}+FO{0.326631,0.137171,0.180681,0.355516};JC",22237.0979,22238.6255,22412.5001,"Mixture",1503,14,0.352628077178975,"44.98%",1009,6,0.2727,27.9969,6.6632,13.1529,58.4696,NA,"4.2715","1.7188","0.4024","0.0338","0.0654","0.0987","0.1629","0.2074","0.6253"
"One_class","UCE-7581","TVM+F+I+G4","I+G4",-11087.5271,-9248.0967,"TVM{1.0603,2.6957,0.5912,1.4941,2.6957,1}+F{0.3202,0.1565,0.1792,0.3441}",22243.0542,22244.6754,22423.7716,"Mixture",1503,14,0.352628077178975,"44.98%",1009,4,0.1818,28.1092,6.6994,8.3066,58.9603,NA,"4.0721","1.6088","0.3951","0.0104","0.0613","0.1034","0.1709","0.2292","0.6554"
"Mixture","UCE-7578","TPM3u+FO+G4","G4",-7949.7046,-7789.6164,"TPM3u{1.7827,5.1821,1,1.7827,5.1821,1}+FO{0.2938,0.202,0.2179,0.2863}",16073.4093,16085.858,16524.406,"Mixture",1318,42,0.410470409711684,"31.79%",816,44,0.5641,66.1002,9.1465,95.9635,143.4521,NA,"6.2513","2.1509","0.3441","0","0.0147","0.0377","0.0745","0.0924","0.3523"
"One_class","UCE-7578","GTR+F+G4","G4",-7941.4477,-7789.6164,"GTR{3.4537,5.4314,1.3769,1.3932,8.056,1}+F{0.2782,0.1891,0.2451,0.2876}",16062.8954,16076.2451,16529.4438,"Mixture",1318,42,0.410470409711684,"31.79%",816,48,0.6154,66.5341,9.1976,90.9505,143.8551,NA,"6.0378","2.1637","0.3584","0","0.0155","0.0373","0.0772","0.0849","0.3968"
"Mixture","UCE-7574","TPM2u+FO+G4","G4",-5492.9436,-6020.7632,"TPM2u{0.5724,3.0655,0.5724,1,3.0655,1}+FO{0.2973,0.2227,0.1916,0.2883}",11275.8872,11317.074,12010.7722,"Mixture",1174,71,0.658432708688245,"19.34%",522,102,0.75,105.2411,10.7915,287.3848,315.29,NA,"1.1749","0.3952","0.3364","0","0","0.0048","0.0088","0.0117","0.0705"
"One_class","UCE-7574","TPM2u+F+I+R2","I+R2",-5491.8644,-6020.7632,"TPM2u{0.5525,3.079,0.5525,1,3.079,1}+F{0.2933,0.2179,0.1895,0.2993}",11277.7288,11320.1381,12022.7501,"Mixture",1174,71,0.658432708688245,"19.34%",522,106,0.7794,105.3012,10.7917,319.3681,315.301,NA,"1.2196","0.4017","0.3294","0","0","0.005","0.0085","0.0115","0.0686"
"Mixture","UCE-7532","TIM2+FO+G4","G4",-9983.0275,-9554.5755,"TIM2{0.6469,3.073,0.6469,1,1.9476,1}+FO{0.303,0.1999,0.1573,0.3398}",20190.0549,20208.4771,20784.1607,"Mixture",1487,59,0.431741761936785,"33.49%",938,96,0.9412,83.9706,9.837,268.5163,238.1953,NA,"4.4378","1.1284","0.2543","0","0","0.0093","0.0422","0.04","1.5078"
"One_class","UCE-7532","TIM2+F+G4","G4",-9984.032,-9554.5755,"TIM2{0.5913,2.9365,0.5913,1,1.8612,1}+F{0.3148,0.1993,0.1503,0.3355}",20192.0641,20210.4862,20786.1699,"Mixture",1487,59,0.431741761936785,"33.49%",938,98,0.9608,84.5184,9.8568,294.1904,236.4708,NA,"4.4278","1.1969","0.2703","0","0","0.0094","0.0423","0.0371","1.5103"
"Mixture","UCE-7541","TPM2u+FO+I+G4","I+G4",-10812.8851,-9748.458,"TPM2u{0.6759,2.557,0.6759,1,2.557,1}+FO{0.3439,0.2054,0.1637,0.287}",21901.7702,21930.4429,22632.8623,"Mixture",1477,67,0.425863236289777,"37.24%",1038,108,0.8438,98.0366,10.4227,229.9565,278.4073,NA,"4.7116","1.6188","0.3436","0","6e-04","0.0165","0.0345","0.038","0.7747"
"One_class","UCE-7541","TIM2+F+I+R2","I+R2",-10809.6054,-9748.458,"TIM2{0.7056,2.2856,0.7056,1,2.8496,1}+F{0.3566,0.1928,0.1704,0.2802}",21899.2108,21928.7617,22640.8984,"Mixture",1477,67,0.425863236289777,"37.24%",1038,114,0.8906,98.083,10.4225,249.1265,279.5207,NA,"4.5147","1.6002","0.3544","0","0","0.0173","0.036","0.0397","0.7518"
"Mixture","UCE-7511","HKY+FO+I+R2","I+R2",-14297.2611,-11668.1823,"HKY{1,2.9023,1,1,2.9023,1}+FO{0.3174,0.2091,0.2012,0.2722}",28798.5221,28811.249,29356.4268,"Mixture",1754,57,0.367730900798176,"41.62%",1221,84,0.913,78.7054,9.3548,148.0203,204.6227,NA,"6.3387","3.2483","0.5125","0","0","0.0201","0.0667","0.0981","0.5337"
"One_class","UCE-7511","HKY+F+I+R2","I+R2",-14303.4845,-11668.1823,"HKY{1,2.8796,1,1,2.8796,1}+F{0.3216,0.2182,0.1964,0.2638}",28810.9691,28823.6959,29368.8738,"Mixture",1754,57,0.367730900798176,"41.62%",1221,78,0.8478,77.4824,9.3029,204.9146,207.3459,NA,"6.3394","2.7596","0.4353","0","0","0.019","0.0667","0.103","0.537"
"Mixture","UCE-7580","MIX{K3Pu+FO,F81+FO,K80+FO,JC+FO}+I+G","I+G4",-12738.7465,-9768.7992,"K3Pu{2.65109,0.740924}+FO{0.263063,0.162368,0.167894,0.406674};F81+FO{0.757982,0.0863221,0.106796,0.0488996};K2P{9.73827}+FQ;JC",25571.4931,25574.6156,25820.9946,"Mixture",1493,18,0.298057602143336,"49.23%",1118,6,0.2,35.4908,7.1914,13.1149,88.5312,NA,"4.7239","1.7279","0.3658","7e-04","0.0325","0.0618","0.1313","0.1758","0.5159"
"One_class","UCE-7580","TPM3u+F+I+G4","I+G4",-12769.3818,-9768.7992,"TPM3u{1.4584,3.7379,1,1.4584,3.7379,1}+F{0.3071,0.1727,0.1759,0.3442}",25618.7636,25621.0225,25831.1053,"Mixture",1493,18,0.298057602143336,"49.23%",1118,6,0.2,35.8735,7.2523,13.1149,89.6277,NA,"4.333","1.5175","0.3502","0","0.0274","0.0631","0.1431","0.1789","0.6405"
"Mixture","UCE-7552","MIX{HKY+FO,F81+FO}+I+G","I+G4",-11683.6818,-10327.1936,"HKY{3.028}+FO{0.32682,0.190606,0.201321,0.281252};F81+FO{0.0427677,0.181255,0.0632124,0.712765}",23633.3637,23659.2302,24341.0818,"Mixture",1512,63,0.33994708994709,"45.57%",1175,82,0.6833,95.3476,10.4674,163.6826,263.8791,NA,"4.4285","2.0362","0.4598","0","0","0.021","0.0346","0.044","0.2428"
"One_class","UCE-7552","TPM2u+F+I+G4","I+G4",-11700.146,-10327.1936,"TPM2u{0.7622,2.8572,0.7622,1,2.8572,1}+F{0.3003,0.1756,0.1853,0.3388}",23660.2921,23684.9553,24352.0466,"Mixture",1512,63,0.33994708994709,"45.57%",1175,82,0.6833,95.563,10.4921,163.6521,264.94,NA,"4.2607","1.9456","0.4566","0","0","0.022","0.036","0.0428","0.2765"
"Mixture","UCE-7595","TPM3u+FO+G4","G4",-8549.6867,-8207.1434,"TPM3u{1.4253,4.1027,1,1.4253,4.1027,1}+FO{0.3014,0.2005,0.2066,0.2915}",17149.3734,17150.3059,17280.8337,"Mixture",1420,11,0.394366197183099,"32.39%",805,0,0,19.9745,5.314,0,39.5736,NA,"2.1154","0.6893","0.3258","0.0099","0.0598","0.0879","0.1113","0.1449","0.2673"
"One_class","UCE-7595","TPM3u+F+G4","G4",-8549.7967,-8207.1434,"TPM3u{1.4093,4.0774,1,1.4093,4.0774,1}+F{0.2994,0.2034,0.2049,0.2923}",17149.5934,17150.526,17281.0538,"Mixture",1420,11,0.394366197183099,"32.39%",805,0,0,19.9755,5.3141,0,39.5755,NA,"2.1144","0.6889","0.3258","0.0098","0.0599","0.0879","0.1113","0.145","0.2673"
"Mixture","UCE-7553","TPM2u+FO+G4","G4",-14150.8227,-10905.9782,"TPM2u{0.7635,2.6255,0.7635,1,2.6255,1}+FO{0.3046,0.2032,0.1993,0.2929}",28627.6453,28665.9159,29500.1977,"Mixture",1561,80,0.29788597053171,"46.76%",1290,102,0.6623,113.7769,11.1165,248.9558,344.1157,NA,"7.0097","2.07","0.2953","0","0.0097","0.0244","0.0442","0.0462","1.1207"
"One_class","UCE-7553","HKY+F+G4","G4",-14157.6363,-10905.9782,"HKY{1,3.0103,1,1,3.0103,1}+F{0.2819,0.2137,0.2141,0.2904}",28639.2726,28677.0495,29506.4719,"Mixture",1561,80,0.29788597053171,"46.76%",1290,102,0.6623,113.8211,11.1184,220.1,344.1808,NA,"6.9442","2.0606","0.2967","0","0.0096","0.0239","0.0446","0.0462","1.2083"
"Mixture","UCE-7560","MIX{TIM2+FO,TPM2+FO}+I+G","I+G4",-13236.9144,-10300.2999,"TIM2{0.26934,1.44328,1.89558}+FO{0.42915,0.150904,0.13437,0.285576};TPM2{7.82472,14.4102}+FQ",26665.8289,26678.6289,27179.1696,"Mixture",1552,44,0.31701030927835,"48.58%",1173,54,0.6585,68.6465,9.0723,126.3606,186.7629,NA,"4.8957","1.7057","0.3484","0","0.0133","0.0287","0.0565","0.0668","0.447"
"One_class","UCE-7560","TIM2+F+I+G4","I+G4",-13251.7798,-10300.2999,"TIM2{0.7773,2.3974,0.7773,1,3.5139,1}+F{0.3704,0.1682,0.1856,0.2758}",26689.5597,26701.5514,27186.8585,"Mixture",1552,44,0.31701030927835,"48.58%",1173,58,0.7073,68.7448,9.0832,135.9816,187.0822,NA,"4.8022","1.6536","0.3443","0","0.0123","0.0289","0.0576","0.065","0.4897"
"Mixture","UCE-7576","MIX{TPM2u+FO,JC+FO}+G","G4",-9765.958,-9234.1886,"TPM2u{0.330288,4.32671}+FO{0.295628,0.198237,0.206797,0.299339};JC",19767.916,19789.1757,20390.059,"Mixture",1440,57,0.366666666666667,"33.40%",991,76,0.7037,83.4708,9.7912,138.7444,207.4323,NA,"6.4755","1.5366","0.2373","0","0.0019","0.021","0.0557","0.065","1.6915"
"One_class","UCE-7576","TPM2u+F+G4","G4",-9784.1433,-9234.1886,"TPM2u{0.5349,2.7236,0.5349,1,2.7236,1}+F{0.2953,0.2166,0.2018,0.2863}",19802.2866,19823.1731,20419.1572,"Mixture",1440,57,0.366666666666667,"33.40%",991,78,0.7222,83.7147,9.8586,140.492,208.2294,NA,"6.1787","1.4747","0.2387","0","0.0016","0.0223","0.0583","0.0667","1.8569"
"Mixture","UCE-7587","K2P+I+R2","I+R2",-15041.412,-12798.6229,"K2P{1,2.854,1,1,2.854,1}+I{0.25,0.25,0.25,0.25}",30292.824,30305.102,30876.5778,"One_class",1919,52,0.351745700885878,"44.03%",1361,70,0.7143,79.8128,9.6344,259.7537,208.3361,NA,"5.6445","2.375","0.4208","0","2e-04","0.0297","0.0559","0.0657","0.475"
"One_class","UCE-7587","K2P+I+R2","I+R2",-15041.4106,-12798.6229,"K2P{1,2.8529,1,1,2.8529,1}+I{0.25,0.25,0.25,0.25}",30292.8213,30305.0993,30876.575,"One_class",1919,52,0.351745700885878,"44.03%",1361,70,0.7143,79.6437,9.6114,261.8931,208.4197,NA,"5.6449","2.3753","0.4208","0","0","0.0294","0.0559","0.0657","0.4752"
"Mixture","UCE-7590","MIX{TPM3u+FO,JC+FO}+G","G4",-11274.4031,-11554.6159,"TPM3u{1.41191,5.82262}+FO{0.304608,0.198151,0.162656,0.334584};JC",22724.8062,22733.8033,23209.8684,"Mixture",1830,42,0.448087431693989,"33.99%",1092,54,0.6923,66.8499,8.8436,117.6818,173.8758,NA,"4.1414","1.5251","0.3683","0","0.0057","0.0328","0.0496","0.063","0.3112"
"One_class","UCE-7590","TVM+F+G4","G4",-11278.4719,-11554.6159,"TVM{0.9395,3.0294,0.5979,1.5009,3.0294,1}+F{0.3095,0.2028,0.1612,0.3264}",22734.9438,22744.1506,23225.5181,"Mixture",1830,42,0.448087431693989,"33.99%",1092,54,0.6923,66.9243,8.8567,103.2134,174.345,NA,"4.0203","1.4843","0.3692","0","0.0078","0.0326","0.0511","0.066","0.3278"
