"Model","Locus_name","Model_string","Rates","Likelihood","Unconstrained_likelihood","parameters","AIC","AICc","BIC","Best","Length","Ntaxa","Percent_constant","Percent_parsimony_informative","Site_patterns","real_base_freq","GMM_pro","GMM_mean","GMM_num_class","RF_distance","nRF_distance","wRF_distance","KF_distance","SPR_distance","path_distance","geodesic_distance","Tree_Length","Sum_int","prop_int","Min.","1st Qu.","Median","Mean","3rd Qu.","Max."
"One_class","UCE-7820","TPM3u+F+I+G4","I+G4",-9901.5893,-8949.2562,"TPM3u{1.6395,3.8204,1,1.6395,3.8204,1}+F{0.3027,0.1769,0.1925,0.3279}",19855.1787,19856.1591,19992.6019,"Mixture",1459,11,0.343385880740233,"39.41%",968,"0.2257;0.1319;0.1435;0.2444;0.2545","0.2679;0.0935;0.1088;0.119;0.0476;0.143;0.0753;0.1081;0.0369","0.067;0.4421;0.5832;0.8129;0.955;1.0959;1.3201;1.5121;1.7856",9,4,0.2222,1.3332,0.5061,1,2.3501,NA,"3.548","0.9177","0.2587","0","0.0632","0.1173","0.1671","0.2344","0.4677"
"Mixture","UCE-77","HKY+FO+I+G4","I+G4",-10596.0599,-9660.1068,"HKY{1,2.8647,1,1,2.8647,1}+FO{0.2802,0.1629,0.1859,0.371}",21458.1198,21485.1228,22160.6356,"Mixture",1454,65,0.314993122420908,"41.47%",1090,"0.0883;0.0616;0.0662;0.1343;0.6496","0.2712;0.3166;0.0526;0.3596","0.1045;0.5554;0.5111;0.7236",4,92,0.7302,4.3948,0.4973,22,8.6775,NA,"3.6164","1.501","0.4151","0","0","0.0098","0.0283","0.0296","0.3765"
"One_class","UCE-77","HKY+F+I+G4","I+G4",-10606.252,-9660.1068,"HKY{1,2.815,1,1,2.815,1}+F{0.2521,0.1781,0.1908,0.3791}",21478.5039,21505.507,22181.0197,"Mixture",1454,65,0.314993122420908,"41.47%",1090,"0.0883;0.0616;0.0662;0.1343;0.6496","0.2712;0.3166;0.0526;0.3596","0.1045;0.5554;0.5111;0.7236",4,92,0.7302,4.3592,0.4939,22,8.6319,NA,"3.6273","1.5222","0.4197","0","0","0.0097","0.0283","0.0292","0.3742"
"Mixture","UCE-7822","MIX{TPM2u+FO,K81+FO}+G","G4",-8009.3866,-7951.9545,"TPM2u{0.49736,2.14386}+FO{0.373754,0.14227,0.131664,0.352312};K3P{1.6049,0.0001}+FQ",16086.7733,16088.5055,16265.2949,"One_class",1409,14,0.488289567068843,"34.00%",809,"0.2778;0.1246;0.1184;0.2656;0.2137","0.3002;0.0778;0.1123;0.1178;0.0911;0.134;0.0801;0.0868","0.0068;0.2608;0.3825;0.5424;0.7473;0.9813;1.3061;1.5132",8,10,0.4167,0.8213,0.1871,3,0.6076,NA,"2.224","1.0616","0.4773","0","0.0136","0.0301","0.0832","0.1162","0.3837"
"One_class","UCE-7822","TPM2u+F+G4","G4",-8017.1435,-7951.9545,"TPM2u{0.5916,2.266,0.5916,1,2.266,1}+F{0.3532,0.1584,0.1505,0.3378}",16096.2871,16097.7279,16259.0568,"One_class",1409,14,0.488289567068843,"34.00%",809,"0.2778;0.1246;0.1184;0.2656;0.2137","0.3002;0.0778;0.1123;0.1178;0.0911;0.134;0.0801;0.0868","0.0068;0.2608;0.3825;0.5424;0.7473;0.9813;1.3061;1.5132",8,10,0.4167,0.7875,0.1807,3,0.6419,NA,"2.1633","1.0242","0.4734","0","0.0135","0.0302","0.0855","0.1179","0.4033"
"Mixture","UCE-7819","MIX{K3Pu+FO,JC+FO}+I+G","I+G4",-10587.3978,-9625.9024,"K3Pu{3.84534,0.605522}+FO{0.265294,0.199333,0.222499,0.312874};JC",21260.7957,21263.2449,21491.7427,"Mixture",1589,19,0.409062303335431,"38.89%",988,"0.1959;0.1464;0.1553;0.2029;0.2994","0.2223;0.1606;0.0313;0.0968;0.1326;0.0682;0.1363;0.1019;0.05","0.0039;0.2578;0.2602;0.4488;0.6137;0.7881;0.9926;1.2595;1.5588",9,12,0.3529,1.2123,0.3144,3,1.1673,NA,"2.8148","1.1598","0.412","0","0.0121","0.0427","0.077","0.0988","0.4175"
"One_class","UCE-7819","K3Pu+F+I+G4","I+G4",-10596.7269,-9625.9024,"K3Pu{1,2.8646,0.7248,0.7248,2.8646,1}+F{0.2797,0.209,0.2217,0.2897}",21277.4538,21279.7901,21503.0299,"Mixture",1589,19,0.409062303335431,"38.89%",988,"0.1959;0.1464;0.1553;0.2029;0.2994","0.2223;0.1606;0.0313;0.0968;0.1326;0.0682;0.1363;0.1019;0.05","0.0039;0.2578;0.2602;0.4488;0.6137;0.7881;0.9926;1.2595;1.5588",9,12,0.3529,1.1895,0.3085,3,1.1647,NA,"2.7723","1.1377","0.4104","0","0.0122","0.0434","0.0782","0.1004","0.4299"
"Mixture","UCE-7811","HKY+FO+G4","G4",-7048.5513,-7693.2361,"HKY{1,3.6581,1,1,3.6581,1}+FO{0.2748,0.2081,0.212,0.3051}",14389.1026,14426.202,15144.3886,"Mixture",1304,73,0.528374233128834,"26.15%",747,"0.1186;0.077;0.0751;0.13;0.5993","0.0523;0.1575;0.1511;0.0549;0.3078;0.1452;0.1045;0.0267","0.0306;0.1133;0.2411;0.3507;0.5069;0.6247;0.7462;0.8793",8,122,0.8714,4.3487,0.5193,28,14.355,NA,"2.3442","0.6254","0.2668","0","0","0.0011","0.0164","0.017","0.3367"
"One_class","UCE-7811","TPM3u+F+G4","G4",-7048.8964,-7693.2361,"TPM3u{1.5402,4.4964,1,1.5402,4.4964,1}+F{0.2952,0.193,0.1886,0.3232}",14391.7928,14429.433,15152.252,"Mixture",1304,73,0.528374233128834,"26.15%",747,"0.1186;0.077;0.0751;0.13;0.5993","0.0523;0.1575;0.1511;0.0549;0.3078;0.1452;0.1045;0.0267","0.0306;0.1133;0.2411;0.3507;0.5069;0.6247;0.7462;0.8793",8,120,0.8571,4.2697,0.5188,27,14.1102,NA,"2.3284","0.612","0.2628","0","0","0.0027","0.0165","0.0168","0.3467"
"Mixture","UCE-7807","MIX{TVM+FO,K80+FO}+I+G","I+G4",-9776.359,-8680.9303,"TVM{0.57429,0.433423,0.138256,2.12464}+FO{0.463969,0.171164,0.135593,0.229274};K2P{5.40354}+FQ",19792.718,19815.1081,20423.5583,"Mixture",1418,56,0.480253878702398,"33.99%",865,"0.1325;0.0871;0.0902;0.0935;0.5968","0.0784;0.1218;0.1444;0.0744;0.2722;0.2135;0.0916;0.0037","0.0729;0.0734;0.1815;0.3176;0.546;0.7598;0.9573;1.2774",8,74,0.6852,3.4864,0.4757,19,7.2518,NA,"3.2857","1.1548","0.3515","0","0","0.0094","0.0288","0.0387","0.2598"
"One_class","UCE-7807","TVM+F+I+G4","I+G4",-9804.9219,-8680.9303,"TVM{0.9675,2.9457,0.548,1.1927,2.9457,1}+F{0.3273,0.2165,0.2242,0.2321}",19845.8439,19867.4636,20466.1702,"Mixture",1418,56,0.480253878702398,"33.99%",865,"0.1325;0.0871;0.0902;0.0935;0.5968","0.0784;0.1218;0.1444;0.0744;0.2722;0.2135;0.0916;0.0037","0.0729;0.0734;0.1815;0.3176;0.546;0.7598;0.9573;1.2774",8,80,0.7407,3.4529,0.4701,19,7.5521,NA,"3.1711","1.0601","0.3343","0","0","0.0095","0.0299","0.0341","0.2863"
"Mixture","UCE-7823","TPM3u+FO+I+G4","I+G4",-8375.4645,-8124.936,"TPM3u{1.5479,4.2907,1,1.5479,4.2907,1}+FO{0.3069,0.1729,0.1804,0.3398}",16982.9289,17005.4925,17584.4338,"One_class",1320,56,0.443181818181818,"34.02%",807,"0.1355;0.0705;0.0716;0.1454;0.5771","0.0844;0.1073;0.1152;0.0496;0.199;0.1668;0.1195;0.1117;0.0467","0.0224;0.0915;0.204;0.3568;0.5263;0.6426;0.7483;0.8522;1.0021",9,96,0.8889,3.2083,0.3867,21,8.4167,NA,"2.4039","0.869","0.3615","0","0","0.0081","0.0214","0.0223","0.279"
"One_class","UCE-7823","TPM3u+F+I+G4","I+G4",-8372.5305,-8124.936,"TPM3u{1.62,4.4369,1,1.62,4.4369,1}+F{0.3195,0.1677,0.1702,0.3426}",16977.0611,16999.6247,17578.566,"One_class",1320,56,0.443181818181818,"34.02%",807,"0.1355;0.0705;0.0716;0.1454;0.5771","0.0844;0.1073;0.1152;0.0496;0.199;0.1668;0.1195;0.1117;0.0467","0.0224;0.0915;0.204;0.3568;0.5263;0.6426;0.7483;0.8522;1.0021",9,96,0.8889,3.3117,0.394,20,8.3464,NA,"2.3495","0.827","0.352","0","0","0.0083","0.0219","0.0252","0.2825"
"Mixture","UCE-7804","TPM2u+FO+I+R2","I+R2",-10944.2462,-10647.0042,"TPM2u{0.5588,2.635,0.5588,1,2.635,1}+FO{0.2787,0.2386,0.2132,0.2694}",22214.4925,22251.2627,23092.8907,"Mixture",1618,79,0.473423980222497,"33.50%",1070,"0.1035;0.0773;0.0755;0.1016;0.6421","0.2798;0.1597;0.0534;0.507","0.0756;0.2191;0.5082;0.624",4,130,0.8442,4.9473,0.5596,28,7.5546,NA,"5.0397","1.8648","0.37","0","0","0.0171","0.0329","0.0431","0.2681"
"One_class","UCE-7804","TPM2+I+R2","I+R2",-10961.4794,-10647.0042,"TPM2{0.7312,3.0308,0.7312,1,3.0308,1}+I{0.25,0.25,0.25,0.25}",22242.9587,22278.319,23105.1901,"Mixture",1618,79,0.473423980222497,"33.50%",1070,"0.1035;0.0773;0.0755;0.1016;0.6421","0.2798;0.1597;0.0534;0.507","0.0756;0.2191;0.5082;0.624",4,130,0.8442,4.8709,0.5607,29,7.7676,NA,"5.137","1.9589","0.3813","0","0","0.018","0.0323","0.0361","0.2738"
"Mixture","UCE-7829","MIX{TPM2u+FO,TPM3+FO}+R2","R2",-9611.2071,-8859.6494,"TPM2u{0.59045,1.98364}+FO{0.342069,0.14318,0.164745,0.350007};TPM3{25.4574,86.2702}+FQ",19420.4142,19435.6567,19939.522,"Mixture",1399,46,0.375268048606147,"35.81%",974,"0.1063;0.0552;0.0545;0.1191;0.6649","0.078;0.1581;0.0889;0.0658;0.1567;0.1821;0.1884;0.0784;0.0036","0.0082;0.1398;0.2956;0.4986;0.4986;0.6309;0.7573;0.8836;1.3015",9,54,0.6136,2.638,0.3871,12,3.7714,NA,"4.2599","1.2326","0.2893","0","0","0.0238","0.0467","0.0515","0.2907"
"One_class","UCE-7829","TPM2u+F+I+R2","I+R2",-9623.1955,-8859.6494,"TPM2u{0.6646,2.4953,0.6646,1,2.4953,1}+F{0.3147,0.1679,0.1661,0.3513}",19440.391,19455.0044,19949.0117,"Mixture",1399,46,0.375268048606147,"35.81%",974,"0.1063;0.0552;0.0545;0.1191;0.6649","0.078;0.1581;0.0889;0.0658;0.1567;0.1821;0.1884;0.0784;0.0036","0.0082;0.1398;0.2956;0.4986;0.4986;0.6309;0.7573;0.8836;1.3015",9,54,0.6136,2.5851,0.3672,12,3.5395,NA,"4.2022","1.1896","0.2831","0","0","0.0215","0.0473","0.0523","0.291"
"Mixture","UCE-7817","K3Pu+FO+I+G4","I+G4",-12172.643,-8709.4005,"K3Pu{1,2.4344,0.6887,0.6887,2.4344,1}+FO{0.3331,0.1955,0.1693,0.3021}",24577.2859,24598.9146,25183.2728,"Mixture",1372,58,0.338921282798834,"48.03%",1003,"0.1412;0.0827;0.0674;0.1082;0.6005","0.2579;0.1297;0.6124","0.095;0.5236;0.7896",3,74,0.6981,6.1459,1.0127,17,12.1959,NA,"6.3527","2.0974","0.3302","0","0","0.0225","0.0583","0.0548","0.6612"
"One_class","UCE-7817","TPM2u+F+I+G4","I+G4",-12180.169,-8709.4005,"TPM2u{0.7066,2.3241,0.7066,1,2.3241,1}+F{0.352,0.207,0.1696,0.2714}",24592.3379,24613.9666,25198.3248,"Mixture",1372,58,0.338921282798834,"48.03%",1003,"0.1412;0.0827;0.0674;0.1082;0.6005","0.2579;0.1297;0.6124","0.095;0.5236;0.7896",3,76,0.717,6.33,1.0338,18,12.6189,NA,"6.351","2.196","0.3458","0","0","0.022","0.0583","0.0651","0.6507"
"Mixture","UCE-7831","TPM3u+FO+G4","G4",-7971.2959,-8717.6341,"TPM3u{1.4909,3.7788,1,1.4909,3.7788,1}+FO{0.2816,0.1963,0.1999,0.3221}",16144.5918,16160.5145,16673.9698,"Mixture",1396,49,0.374641833810888,"30.59%",825,"0.0801;0.0612;0.0608;0.0903;0.7076","0.2181;0.1098;0.6457;0.0264","0.1157;0.2447;0.4763;1.04",4,60,0.6383,3.0992,0.4216,14,6.3996,NA,"3.4515","1.5142","0.4387","0","0.0058","0.0173","0.0359","0.0414","0.3443"
"One_class","UCE-7831","HKY+F+G4","G4",-7978.4261,-8717.6341,"HKY{1,3.1236,1,1,3.1236,1}+F{0.2726,0.2118,0.2107,0.305}",16156.8521,16172.4506,16680.9887,"Mixture",1396,49,0.374641833810888,"30.59%",825,"0.0801;0.0612;0.0608;0.0903;0.7076","0.2181;0.1098;0.6457;0.0264","0.1157;0.2447;0.4763;1.04",4,62,0.6596,3.0962,0.4208,15,6.359,NA,"3.4493","1.5097","0.4377","0","0.0058","0.0172","0.036","0.0415","0.3448"
"Mixture","UCE-7832","HKY+FO+I+G4","I+G4",-9351.274,-9505.0222,"HKY{1,3.7301,1,1,3.7301,1}+FO{0.2794,0.2077,0.2412,0.2717}",18920.548,18937.7626,19499.9068,"Mixture",1503,53,0.439121756487026,"33.80%",965,"0.0887;0.0603;0.0653;0.0857;0.7","0.0818;0.18;0.1406;0.3358;0.256;0.0057","0.0961;0.104;0.2608;0.48;0.6784;1.0291",6,76,0.7451,4.7082,0.6816,18,9.455,NA,"4.8481","2.3259","0.4798","0","0","0.0219","0.0466","0.0527","0.5285"
"One_class","UCE-7832","HKY+F+I+R2","I+R2",-9353.4707,-9505.0222,"HKY{1,3.7089,1,1,3.7089,1}+F{0.293,0.2039,0.2195,0.2837}",18926.9413,18944.4844,19511.6153,"Mixture",1503,53,0.439121756487026,"33.80%",965,"0.0887;0.0603;0.0653;0.0857;0.7","0.0818;0.18;0.1406;0.3358;0.256;0.0057","0.0961;0.104;0.2608;0.48;0.6784;1.0291",6,70,0.6863,4.5033,0.6516,16,7.641,NA,"4.8435","2.209","0.4561","0","0","0.0187","0.0466","0.0582","0.5436"
"Mixture","UCE-7824","MIX{HKY+FO,F81+FO,K80+FO}+I+G","I+G4",-9216.3948,-8150.3694,"HKY{2.78326}+FO{0.301787,0.181869,0.158338,0.358006};F81+FO{0.7305,0.0921336,0.121927,0.0554394};K2P{14.8515}+FQ",18670.7897,18693.5648,19292.622,"Mixture",1374,55,0.486899563318777,"34.06%",817,"0.1369;0.0789;0.0766;0.1092;0.5984","0.2492;0.0391;0.2001;0.5115","0.0817;0.2534;0.5293;0.7304",4,52,0.4906,2.7892,0.4356,13,7.9241,NA,"2.9037","1.0852","0.3737","0","0.0056","0.0127","0.0263","0.0342","0.2029"
"One_class","UCE-7824","HKY+F+I+G4","I+G4",-9253.4805,-8150.3694,"HKY{1,3.5313,1,1,3.5313,1}+F{0.3394,0.1974,0.1917,0.2715}",18732.9609,18753.4086,19323.4403,"Mixture",1374,55,0.486899563318777,"34.06%",817,"0.1369;0.0789;0.0766;0.1092;0.5984","0.2492;0.0391;0.2001;0.5115","0.0817;0.2534;0.5293;0.7304",4,52,0.4906,2.8129,0.4386,13,8.2779,NA,"2.8374","1.0503","0.3702","0","0.0055","0.0122","0.0269","0.0347","0.2157"
"Mixture","UCE-7847","HKY+FO+G4","G4",-9531.8081,-9125.7871,"HKY{1,3.283,1,1,3.283,1}+FO{0.3143,0.1781,0.1892,0.3184}",19251.6162,19264.7776,19748.0018,"Mixture",1452,46,0.365013774104683,"35.61%",963,"0.0907;0.0601;0.0614;0.1037;0.6841","0.2102;0.7898","0.0983;0.5692",2,56,0.6364,2.7739,0.4116,13,6.1821,NA,"4.7596","1.6969","0.3565","0","0.0048","0.0313","0.0529","0.0765","0.3121"
"One_class","UCE-7847","HKY+F+G4","G4",-9538.8585,-9125.7871,"HKY{1,3.2,1,1,3.2,1}+F{0.2854,0.193,0.197,0.3245}",19265.7171,19278.8785,19762.1026,"Mixture",1452,46,0.365013774104683,"35.61%",963,"0.0907;0.0601;0.0614;0.1037;0.6841","0.2102;0.7898","0.0983;0.5692",2,58,0.6591,2.8506,0.4151,15,6.0411,NA,"4.7635","1.7042","0.3578","0","0.0066","0.0315","0.0529","0.0756","0.3142"
"Mixture","UCE-7840","TPM3u+FO+G4","G4",-9144.5053,-7985.0716,"TPM3u{1.6556,4.2145,1,1.6556,4.2145,1}+FO{0.3019,0.1778,0.2088,0.3114}",18551.0105,18580.7219,19227.8925,"Mixture",1296,64,0.445216049382716,"36.88%",804,"0.1362;0.0781;0.0929;0.1447;0.5482","0.1968;0.1716;0.0265;0.2804;0.2417;0.0822;8e-04","0.0607;0.1999;0.3441;0.5554;0.7603;0.933;1.4441",7,106,0.8548,4.0422,0.4775,22,9.0305,NA,"3.0744","1.2289","0.3997","0","0","0.0098","0.0243","0.0296","0.267"
"One_class","UCE-7840","TPM3u+F+G4","G4",-9144.9093,-7985.0716,"TPM3u{1.7423,4.3207,1,1.7423,4.3207,1}+F{0.3011,0.1734,0.2059,0.3196}",18551.8187,18581.53,19228.7007,"Mixture",1296,64,0.445216049382716,"36.88%",804,"0.1362;0.0781;0.0929;0.1447;0.5482","0.1968;0.1716;0.0265;0.2804;0.2417;0.0822;8e-04","0.0607;0.1999;0.3441;0.5554;0.7603;0.933;1.4441",7,106,0.8548,3.9478,0.4728,24,9.1897,NA,"3.0597","1.2204","0.3989","0","0","0.0099","0.0244","0.0298","0.2683"
"Mixture","UCE-7836","MIX{HKY+FO,F81+FO,F81+FO}+I+R2","I+R2",-12681.0801,-11562.2872,"HKY{2.50694}+FO{0.368135,0.15839,0.206702,0.266773};F81+FO{0.227968,0.0292731,0.703955,0.0388033};F81+FO{0.0557398,0.305924,0.0814551,0.556881}",25610.1601,25629.0051,26289.5232,"Mixture",1770,56,0.37683615819209,"40.51%",1236,"0.0799;0.0569;0.0668;0.0972;0.6992","0.071;0.2576;0.0837;0.0492;0.0929;0.1335;0.1515;0.1177;0.0429","0.0065;0.1122;0.2616;0.4002;0.5179;0.6524;0.7803;0.9;1.053",9,86,0.7963,8.5983,3.2618,19,28.1408,NA,"8.3094","2.2384","0.2694","0","0","0.021","0.0669","0.0631","2.6555"
"One_class","UCE-7836","HKY+F+I+R2","I+R2",-12747.0351,-11562.2872,"HKY{1,3.2965,1,1,3.2965,1}+F{0.2649,0.1925,0.2237,0.3189}",25726.0703,25742.4913,26361.6035,"Mixture",1770,56,0.37683615819209,"40.51%",1236,"0.0799;0.0569;0.0668;0.0972;0.6992","0.071;0.2576;0.0837;0.0492;0.0929;0.1335;0.1515;0.1177;0.0429","0.0065;0.1122;0.2616;0.4002;0.5179;0.6524;0.7803;0.9;1.053",9,92,0.8519,7.5333,2.6058,20,21.4811,NA,"7.3613","1.9125","0.2598","0","0","0.0223","0.0755","0.0609","3.3104"
"Mixture","UCE-7841","MIX{TPM2u+FO,K80+FO}+G","G4",-9291.8094,-8962.246,"TPM2u{0.201166,2.11782}+FO{0.413585,0.106669,0.0613374,0.418409};K2P{3.18475}+FQ",18801.6188,18818.7108,19381.7005,"Mixture",1513,52,0.472571050892267,"33.31%",855,"0.1192;0.0729;0.0582;0.1054;0.6443","0.1368;0.1833;0.0679;0.0284;0.1667;0.1366;0.1377;0.1093;0.0333","0.0066;0.1336;0.318;0.5257;0.5257;0.654;0.7755;0.9029;1.0553",9,74,0.74,3.5011,0.4431,17,6.3551,NA,"3.071","1.3204","0.43","0","0","0.0111","0.0275","0.0324","0.3249"
"One_class","UCE-7841","TPM2u+F+G4","G4",-9306.6075,-8962.246,"TPM2u{0.7258,2.7841,0.7258,1,2.7841,1}+F{0.3327,0.2062,0.1662,0.295}",18827.215,18843.6648,19396.6529,"Mixture",1513,52,0.472571050892267,"33.31%",855,"0.1192;0.0729;0.0582;0.1054;0.6443","0.1368;0.1833;0.0679;0.0284;0.1667;0.1366;0.1377;0.1093;0.0333","0.0066;0.1336;0.318;0.5257;0.5257;0.654;0.7755;0.9029;1.0553",9,74,0.74,3.4125,0.4319,16,7.3784,NA,"2.8025","1.147","0.4093","0","0","0.0122","0.0301","0.0318","0.3903"
"Mixture","UCE-783","HKY+FO+G4","G4",-6641.1395,-6761.2113,"HKY{1,3.6151,1,1,3.6151,1}+FO{0.2945,0.219,0.1836,0.3028}",13502.279,13522.5614,14072.2541,"Mixture",1315,59,0.623574144486692,"22.81%",572,"0.1418;0.095;0.0888;0.1226;0.5518","0.1059;0.0987;0.1066;0.0245;0.3603;0.1523;0.1061;0.0456","0.0162;0.1142;0.1299;0.3183;0.525;0.6605;0.8184;0.9601",8,92,0.902,4.5453,0.6344,21,13.0102,NA,"1.4067","0.6667","0.4739","0","0","0.0093","0.0134","0.0178","0.1004"
"One_class","UCE-783","HKY+F+G4","G4",-6646.4235,-6761.2113,"HKY{1,3.691,1,1,3.691,1}+F{0.3146,0.2128,0.1968,0.2758}",13512.8469,13533.1293,14082.822,"Mixture",1315,59,0.623574144486692,"22.81%",572,"0.1418;0.095;0.0888;0.1226;0.5518","0.1059;0.0987;0.1066;0.0245;0.3603;0.1523;0.1061;0.0456","0.0162;0.1142;0.1299;0.3183;0.525;0.6605;0.8184;0.9601",8,92,0.902,4.6,0.6374,21,12.6653,NA,"1.4106","0.6962","0.4935","0","0","0.0092","0.0134","0.0151","0.1003"
"Mixture","UCE-7848","MIX{HKY+FO,K80+FO}+G","G4",-7991.4146,-8092.0275,"HKY{2.45668}+FO{0.360028,0.156635,0.138487,0.34485};K2P{121.264}+FQ",16182.8293,16198.3677,16707.3234,"Mixture",1401,48,0.511063526052819,"27.34%",780,"0.1085;0.0661;0.0484;0.1152;0.6618","0.0648;0.1587;0.0821;0.0528;0.3094;0.1344;0.1383;0.0595","0.0015;0.1256;0.2217;0.3489;0.4985;0.6164;0.7275;0.8742",8,70,0.7609,3.0805,0.3992,15,3.9004,NA,"3.6769","1.2001","0.3264","0","0","0.0234","0.0398","0.063","0.285"
"One_class","UCE-7848","HKY+F+G4","G4",-8015.8976,-8092.0275,"HKY{1,3.0421,1,1,3.0421,1}+F{0.3181,0.1973,0.1472,0.3374}",16227.7953,16242.6985,16741.7995,"Mixture",1401,48,0.511063526052819,"27.34%",780,"0.1085;0.0661;0.0484;0.1152;0.6618","0.0648;0.1587;0.0821;0.0528;0.3094;0.1344;0.1383;0.0595","0.0015;0.1256;0.2217;0.3489;0.4985;0.6164;0.7275;0.8742",8,72,0.7826,3.1225,0.4034,18,3.8796,NA,"3.7424","1.2338","0.3297","0","0","0.0225","0.0391","0.061","0.2837"
"Mixture","UCE-7849","HKY+FO+I+G4","I+G4",-10059.963,-9403.8633,"HKY{1,3.4209,1,1,3.4209,1}+FO{0.3528,0.1807,0.1778,0.2888}",20313.9259,20327.0921,20831.987,"Mixture",1542,48,0.444228274967575,"36.25%",942,"0.1135;0.07;0.0617;0.1004;0.6544","0.0927;0.1908;0.0769;0.0167;0.1927;0.143;0.1784;0.0721;0.0368","0.0052;0.13;0.2897;0.5262;0.5262;0.668;0.8221;0.9632;1.0963",9,68,0.7556,3.044,0.4097,15,4.4899,NA,"3.2379","1.285","0.3969","0","0","0.0156","0.0349","0.049","0.3399"
"One_class","UCE-7849","HKY+F+I+R2","I+R2",-10063.0191,-9403.8633,"HKY{1,3.2941,1,1,3.2941,1}+F{0.3262,0.2038,0.1808,0.2891}",20322.0382,20335.4852,20845.4401,"Mixture",1542,48,0.444228274967575,"36.25%",942,"0.1135;0.07;0.0617;0.1004;0.6544","0.0927;0.1908;0.0769;0.0167;0.1927;0.143;0.1784;0.0721;0.0368","0.0052;0.13;0.2897;0.5262;0.5262;0.668;0.8221;0.9632;1.0963",9,66,0.7333,3.0034,0.4078,16,4.3741,NA,"3.2104","1.2505","0.3895","0","0","0.0152","0.0352","0.0479","0.3491"
"Mixture","UCE-7842","TVM+FO+G4","G4",-11463.0327,-10080.5315,"TVM{1.0277,3.1172,0.5523,1.8332,3.1172,1}+FO{0.3716,0.1651,0.156,0.3073}",23172.0654,23194.6275,23823.6076,"Mixture",1476,59,0.327913279132791,"43.16%",1168,"0.1383;0.0611;0.057;0.1173;0.6263","0.182;0.0399;0.1488;0.0523;0.5686;0.0085","0.091;0.2116;0.3113;0.5154;0.6974;1.2385",6,64,0.5614,3.1024,0.387,14,5.7973,NA,"4.3334","1.6238","0.3747","0","0.0064","0.0215","0.0372","0.0414","0.2179"
"One_class","UCE-7842","TVM+F+G4","G4",-11463.2356,-10080.5315,"TVM{1.0448,3.1324,0.5495,1.8277,3.1324,1}+F{0.3673,0.1655,0.1549,0.3123}",23172.4711,23195.0333,23824.0133,"Mixture",1476,59,0.327913279132791,"43.16%",1168,"0.1383;0.0611;0.057;0.1173;0.6263","0.182;0.0399;0.1488;0.0523;0.5686;0.0085","0.091;0.2116;0.3113;0.5154;0.6974;1.2385",6,62,0.5439,3.0657,0.387,17,5.7132,NA,"4.314","1.6221","0.376","0","0.0064","0.021","0.0374","0.0414","0.2341"
"Mixture","UCE-7845","TVM+FO+I+G4","I+G4",-10100.8133,-10139.2127,"TVM{1.0391,2.8396,0.4436,1.2306,2.8396,1}+FO{0.2881,0.213,0.1603,0.3386}",20365.6266,20374.4828,20807.6215,"Mixture",1620,38,0.437654320987654,"34.01%",959,"0.1055;0.0713;0.0561;0.1155;0.6517","0.2059;0.2166;0.1114;0.0456;0.4205","0.0943;0.336;0.5216;0.6675;0.854",5,58,0.8056,3.2229,0.4667,14,3.5899,NA,"3.2756","1.3653","0.4168","0","0","0.0182","0.0442","0.0551","0.2717"
"One_class","UCE-7845","TVM+F+I+G4","I+G4",-10102.6689,-10139.2127,"TVM{1.0211,2.8364,0.4343,1.2427,2.8364,1}+F{0.3013,0.2061,0.1638,0.3288}",20369.3377,20378.1939,20811.3326,"Mixture",1620,38,0.437654320987654,"34.01%",959,"0.1055;0.0713;0.0561;0.1155;0.6517","0.2059;0.2166;0.1114;0.0456;0.4205","0.0943;0.336;0.5216;0.6675;0.854",5,56,0.7778,3.2122,0.4654,14,3.6017,NA,"3.2706","1.3517","0.4133","0","0","0.0183","0.0443","0.0554","0.2704"
"Mixture","UCE-7850","MIX{HKY+FO,K80+FO}+G","G4",-7232.8126,-7097.8847,"HKY{2.57348}+FO{0.288409,0.14147,0.168056,0.402065};K2P{73.056}+FQ",14549.6251,14552.3348,14769.1564,"Mixture",1376,19,0.559593023255814,"24.42%",641,"0.2231;0.125;0.1465;0.3192;0.1863","0.3853;0.0572;0.0219;0.1289;0.1195;0.1191;0.1028;0.0352;0.0302","0.0118;0.2801;0.2801;0.2801;0.4677;0.6611;0.9608;1.2235;1.4882",9,6,0.1765,1.5868,0.3671,2,4.5045,NA,"1.4006","0.4739","0.3384","0","0.0075","0.0183","0.0383","0.0369","0.2078"
"One_class","UCE-7850","HKY+F+G4","G4",-7241.5074,-7097.8847,"HKY{1,3.1533,1,1,3.1533,1}+F{0.2741,0.1536,0.18,0.3923}",14563.0148,14565.4717,14772.0922,"Mixture",1376,19,0.559593023255814,"24.42%",641,"0.2231;0.125;0.1465;0.3192;0.1863","0.3853;0.0572;0.0219;0.1289;0.1195;0.1191;0.1028;0.0352;0.0302","0.0118;0.2801;0.2801;0.2801;0.4677;0.6611;0.9608;1.2235;1.4882",9,6,0.1765,1.6117,0.3729,2,4.5738,NA,"1.3772","0.4649","0.3376","0","0.0076","0.0183","0.0389","0.0372","0.2163"
